Date : 2021-11-27 14:23:43
Directory : /Users/carltonaikins/Desktop/Home/Programming/projects/elisha
Total : 136 files,  6411 codes, 292 comments, 1148 blanks, all 7851 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| android/app/src/profile                                                                                                                                |          1 |          4 |          3 |          1 |          8 |
| android/gradle                                                                                                                                         |          1 |          5 |          1 |          1 |          7 |
| android/gradle/wrapper                                                                                                                                 |          1 |          5 |          1 |          1 |          7 |
| api                                                                                                                                                    |         41 |      1,543 |         92 |        494 |      2,129 |
| api/.deploy                                                                                                                                            |          1 |          5 |          1 |          4 |         10 |
| api/bible-mariadb                                                                                                                                      |          2 |        329 |         90 |         62 |        481 |
| api/bible-mariadb/initdb.d                                                                                                                             |          1 |        327 |         90 |         60 |        477 |
| api/book                                                                                                                                               |          4 |        153 |          0 |         66 |        219 |
| api/common                                                                                                                                             |          1 |         81 |          0 |          9 |         90 |
| api/core                                                                                                                                               |          6 |        122 |          0 |         43 |        165 |
| api/genre                                                                                                                                              |          4 |         94 |          0 |         41 |        135 |
| api/relations                                                                                                                                          |          4 |        137 |          0 |         58 |        195 |
| api/search                                                                                                                                             |          4 |        267 |          0 |         84 |        351 |
| api/text                                                                                                                                               |          4 |        121 |          0 |         51 |        172 |
| api/translation                                                                                                                                        |          4 |        101 |          1 |         42 |        144 |
| ios                                                                                                                                                    |          8 |        283 |          2 |          9 |        294 |
| ios/Runner                                                                                                                                             |          8 |        283 |          2 |          9 |        294 |
| ios/Runner/Assets.xcassets                                                                                                                             |          4 |        200 |          0 |          5 |        205 |
| ios/Runner/Assets.xcassets/AppIcon.appiconset                                                                                                          |          1 |        122 |          0 |          1 |        123 |
| ios/Runner/Assets.xcassets/LaunchBackground.imageset                                                                                                   |          1 |         52 |          0 |          1 |         53 |
| ios/Runner/Assets.xcassets/LaunchImage.imageset                                                                                                        |          2 |         26 |          0 |          3 |         29 |
| ios/Runner/Base.lproj                                                                                                                                  |          2 |         68 |          2 |          1 |         71 |
| lib                                                                                                                                                    |         61 |      3,918 |         10 |        537 |      4,465 |
| lib/src                                                                                                                                                |         60 |      3,869 |          9 |        526 |      4,404 |
| lib/src/config                                                                                                                                         |          4 |        134 |          0 |         15 |        149 |
| lib/src/models                                                                                                                                         |          8 |        600 |          0 |        116 |        716 |
| lib/src/providers                                                                                                                                      |         15 |        120 |          0 |         58 |        178 |
| lib/src/providers/authentication_providers                                                                                                             |          3 |         17 |          0 |          8 |         25 |
| lib/src/repositories                                                                                                                                   |          5 |        328 |          5 |         58 |        391 |
| lib/src/services                                                                                                                                       |          4 |        330 |          1 |         84 |        415 |
| lib/src/services/authentication                                                                                                                        |          2 |        161 |          1 |         32 |        194 |
| lib/src/ui                                                                                                                                             |         24 |      2,357 |          3 |        195 |      2,555 |
| lib/src/ui/components                                                                                                                                  |          4 |        127 |          0 |         14 |        141 |
| lib/src/ui/views                                                                                                                                       |         20 |      2,230 |          3 |        181 |      2,414 |
| lib/src/ui/views/account_view                                                                                                                          |          1 |         38 |          0 |          7 |         45 |
| lib/src/ui/views/authentication_views                                                                                                                  |         11 |        654 |          0 |         70 |        724 |
| lib/src/ui/views/authentication_views/components                                                                                                       |          4 |        104 |          0 |         15 |        119 |
| lib/src/ui/views/authentication_views/sign_in_providers_view                                                                                           |          1 |        109 |          0 |         11 |        120 |
| lib/src/ui/views/authentication_views/sign_in_view                                                                                                     |          1 |         96 |          0 |         12 |        108 |
| lib/src/ui/views/authentication_views/sign_up_view                                                                                                     |          5 |        345 |          0 |         32 |        377 |
| lib/src/ui/views/authentication_views/sign_up_view/components                                                                                          |          4 |        110 |          0 |         15 |        125 |
| lib/src/ui/views/bible_view                                                                                                                            |          1 |        476 |          0 |         24 |        500 |
| lib/src/ui/views/bookmarked_chapter_view                                                                                                               |          1 |        151 |          0 |         13 |        164 |
| lib/src/ui/views/bookmarked_chapters_view                                                                                                              |          1 |        166 |          0 |         11 |        177 |
| lib/src/ui/views/church_view                                                                                                                           |          1 |         75 |          0 |          9 |         84 |
| lib/src/ui/views/daily_readings_view                                                                                                                   |          1 |        183 |          0 |         12 |        195 |
| lib/src/ui/views/home_view                                                                                                                             |          1 |         84 |          0 |         11 |         95 |
| lib/src/ui/views/profile_view                                                                                                                          |          1 |        250 |          2 |         10 |        262 |
| scripts                                                                                                                                                |          1 |         26 |          8 |         13 |         47 |
+--------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+--------------------------------------------------------------------------------------------------------------------------------------------------------+------------------+------------+------------+------------+------------+
| filename                                                                                                                                               | language         | code       | comment    | blank      | total      |
+--------------------------------------------------------------------------------------------------------------------------------------------------------+------------------+------------+------------+------------+------------+
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/.vscodecounter/2021-08-11_09-46-50/details.md                                            | Markdown         |         71 |          0 |          6 |         77 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/.vscodecounter/2021-08-11_09-46-50/results.md                                            | Markdown         |         52 |          0 |          7 |         59 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/.vscodecounter/2021-08-12_21-48-15/details.md                                            | Markdown         |        131 |          0 |          6 |        137 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/.vscodecounter/2021-08-12_21-48-15/results.md                                            | Markdown         |         78 |          0 |          7 |         85 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/README.md                                                                                | Markdown         |         10 |          0 |          7 |         17 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/analysis_options.yaml                                                                    | YAML             |          3 |         23 |          3 |         29 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/android/app/build.gradle                                                                 | Groovy           |         52 |          3 |         11 |         66 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/android/app/google-services.json                                                         | JSON             |         47 |          0 |          0 |         47 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/android/app/src/debug/AndroidManifest.xml                                                | XML              |          4 |          3 |          1 |          8 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/android/app/src/main/AndroidManifest.xml                                                 | XML              |         30 |         11 |          1 |         42 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/android/app/src/main/res/drawable-night-v21/launch_background.xml                        | XML              |          6 |          0 |          0 |          6 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/android/app/src/main/res/drawable-night/launch_background.xml                            | XML              |          6 |          0 |          0 |          6 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/android/app/src/main/res/drawable-v21/launch_background.xml                              | XML              |          6 |          0 |          0 |          6 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/android/app/src/main/res/drawable/launch_background.xml                                  | XML              |          6 |          0 |          0 |          6 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/android/app/src/main/res/values-night/styles.xml                                         | XML              |         10 |          9 |          0 |         19 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/android/app/src/main/res/values/styles.xml                                               | XML              |         10 |          9 |          0 |         19 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/android/app/src/profile/AndroidManifest.xml                                              | XML              |          4 |          3 |          1 |          8 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/android/build.gradle                                                                     | Groovy           |         29 |          0 |          5 |         34 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/android/gradle.properties                                                                | Properties       |          3 |          0 |          1 |          4 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/android/gradle/wrapper/gradle-wrapper.properties                                         | Properties       |          5 |          1 |          1 |          7 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/android/settings.gradle                                                                  | Groovy           |          8 |          0 |          4 |         12 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/api/.deploy/deploy.sh                                                                    | Shell Script     |          5 |          1 |          4 |         10 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/api/.travis.yml                                                                          | YAML             |         23 |          0 |          6 |         29 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/api/Dockerfile                                                                           | Docker           |         11 |          0 |          6 |         17 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/api/Makefile                                                                             | Makefile         |         30 |          0 |          8 |         38 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/api/bible-mariadb/Dockerfile                                                             | Docker           |          2 |          0 |          2 |          4 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/api/bible-mariadb/initdb.d/seed.sql                                                      | SQL              |        327 |         90 |         60 |        477 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/api/book/handlers.go                                                                     | Go               |         55 |          0 |         22 |         77 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/api/book/models.go                                                                       | Go               |         16 |          0 |          6 |         22 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/api/book/repo.go                                                                         | Go               |         56 |          0 |         31 |         87 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/api/book/routes.go                                                                       | Go               |         26 |          0 |          7 |         33 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/api/common/translation.go                                                                | Go               |         81 |          0 |          9 |         90 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/api/core/db.go                                                                           | Go               |         41 |          0 |         15 |         56 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/api/core/handlers.go                                                                     | Go               |         13 |          0 |          5 |         18 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/api/core/logger.go                                                                       | Go               |         19 |          0 |          5 |         24 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/api/core/models.go                                                                       | Go               |          6 |          0 |          2 |          8 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/api/core/router.go                                                                       | Go               |         20 |          0 |          8 |         28 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/api/core/routes.go                                                                       | Go               |         23 |          0 |          8 |         31 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/api/docker-compose.yml                                                                   | YAML             |         34 |          0 |          4 |         38 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/api/genre/handlers.go                                                                    | Go               |         35 |          0 |         14 |         49 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/api/genre/models.go                                                                      | Go               |          6 |          0 |          3 |          9 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/api/genre/repo.go                                                                        | Go               |         33 |          0 |         18 |         51 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/api/genre/routes.go                                                                      | Go               |         20 |          0 |          6 |         26 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/api/go.mod                                                                               | XML              |          7 |          0 |          3 |         10 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/api/go.sum                                                                               | Go Checksum File |          6 |          0 |          1 |          7 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/api/main.go                                                                              | Go               |         22 |          0 |          6 |         28 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/api/relations/handlers.go                                                                | Go               |         24 |          0 |         10 |         34 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/api/relations/models.go                                                                  | Go               |         18 |          0 |          4 |         22 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/api/relations/repo.go                                                                    | Go               |         81 |          0 |         39 |        120 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/api/relations/routes.go                                                                  | Go               |         14 |          0 |          5 |         19 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/api/search/handlers.go                                                                   | Go               |         49 |          0 |         19 |         68 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/api/search/models.go                                                                     | Go               |         58 |          0 |         14 |         72 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/api/search/repo.go                                                                       | Go               |        140 |          0 |         45 |        185 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/api/search/routes.go                                                                     | Go               |         20 |          0 |          6 |         26 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/api/text/handlers.go                                                                     | Go               |         48 |          0 |         20 |         68 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/api/text/models.go                                                                       | Go               |         14 |          0 |          4 |         18 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/api/text/repo.go                                                                         | Go               |         39 |          0 |         21 |         60 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/api/text/routes.go                                                                       | Go               |         20 |          0 |          6 |         26 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/api/translation/handlers.go                                                              | Go               |         35 |          0 |         14 |         49 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/api/translation/models.go                                                                | Go               |         10 |          0 |          3 |         13 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/api/translation/repo.go                                                                  | Go               |         36 |          1 |         19 |         56 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/api/translation/routes.go                                                                | Go               |         20 |          0 |          6 |         26 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/firebase.json                                                                            | JSON             |         13 |          0 |          1 |         14 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/flutter_launcher_icons.yaml                                                              | YAML             |          4 |          0 |          1 |          5 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/flutter_native_splash.yaml                                                               | YAML             |          3 |         60 |         10 |         73 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/ios/Runner/AppDelegate.swift                                                             | Swift            |         14 |          0 |          2 |         16 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/ios/Runner/Assets.xcassets/AppIcon.appiconset/Contents.json                              | JSON             |        122 |          0 |          1 |        123 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/ios/Runner/Assets.xcassets/LaunchBackground.imageset/Contents.json                       | JSON             |         52 |          0 |          1 |         53 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/ios/Runner/Assets.xcassets/LaunchImage.imageset/Contents.json                            | JSON             |         23 |          0 |          1 |         24 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/ios/Runner/Assets.xcassets/LaunchImage.imageset/README.md                                | Markdown         |          3 |          0 |          2 |          5 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/ios/Runner/Base.lproj/LaunchScreen.storyboard                                            | XML              |         43 |          1 |          0 |         44 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/ios/Runner/Base.lproj/Main.storyboard                                                    | XML              |         25 |          1 |          1 |         27 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/ios/Runner/Runner-Bridging-Header.h                                                      | C++              |          1 |          0 |          1 |          2 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/main.dart                                                                            | Dart             |         49 |          1 |         11 |         61 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/config/authentication_exceptions.dart                                            | Dart             |         39 |          0 |          4 |         43 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/config/bottom_navigation_bar.dart                                                | Dart             |         49 |          0 |          5 |         54 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/config/constants.dart                                                            | Dart             |          1 |          0 |          1 |          2 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/config/exceptions.dart                                                           | Dart             |         45 |          0 |          5 |         50 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/models/book.dart                                                                 | Dart             |         63 |          0 |         14 |         77 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/models/chapter.dart                                                              | Dart             |         98 |          0 |         25 |        123 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/models/daily_reading.dart                                                        | Dart             |         63 |          0 |         14 |         77 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/models/reading.dart                                                              | Dart             |         52 |          0 |         11 |         63 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/models/translation.dart                                                          | Dart             |         65 |          0 |         12 |         77 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/models/translation_book_chapter.dart                                             | Dart             |         65 |          0 |         12 |         77 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/models/user.dart                                                                 | Dart             |        121 |          0 |         15 |        136 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/models/verse.dart                                                                | Dart             |         73 |          0 |         13 |         86 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/authentication_providers/authentication_repository_provider.dart       | Dart             |          6 |          0 |          3 |          9 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/authentication_providers/authentication_stream_provider.dart           | Dart             |          6 |          0 |          3 |          9 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/authentication_providers/firebase_auth_provider.dart                   | Dart             |          5 |          0 |          2 |          7 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/bible_books_provider.dart                                              | Dart             |         10 |          0 |          6 |         16 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/bible_chapters_provider.dart                                           | Dart             |         12 |          0 |          6 |         18 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/bible_repository_provider.dart                                         | Dart             |          5 |          0 |          3 |          8 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/bible_service_provider.dart                                            | Dart             |          7 |          0 |          4 |         11 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/bible_translations_provider.dart                                       | Dart             |         10 |          0 |          6 |         16 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/bible_verses_provider.dart                                             | Dart             |         13 |          0 |          7 |         20 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/bookmarked_chapters_provider.dart                                      | Dart             |          7 |          0 |          3 |         10 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/daily_readings_provider.dart                                           | Dart             |          7 |          0 |          3 |         10 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/daily_readings_service_provider.dart                                   | Dart             |          5 |          0 |          3 |          8 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/last_translation_book_chapter_provider.dart                            | Dart             |          8 |          0 |          3 |         11 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/user_repository_provider.dart                                          | Dart             |          5 |          0 |          3 |          8 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/user_stream_provider.dart                                              | Dart             |         14 |          0 |          3 |         17 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/repositories/bible_repository.dart                                               | Dart             |        225 |          0 |         23 |        248 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/repositories/bookmarked_chapters_repository.dart                                 | Dart             |         29 |          2 |         13 |         44 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/repositories/daily_readings_repository.dart                                      | Dart             |          1 |          0 |          1 |          2 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/repositories/last_translation_book_chapter_repository.dart                       | Dart             |         56 |          3 |         16 |         75 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/repositories/user_repository.dart                                                | Dart             |         17 |          0 |          5 |         22 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/services/authentication/authentication_repository.dart                           | Dart             |        106 |          0 |         21 |        127 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/services/authentication/authentication_wrapper.dart                              | Dart             |         55 |          1 |         11 |         67 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/services/bible_service.dart                                                      | Dart             |        112 |          0 |         38 |        150 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/services/daily_readings_service.dart                                             | Dart             |         57 |          0 |         14 |         71 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/components/error_body.dart                                                    | Dart             |         32 |          0 |          3 |         35 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/components/something_went_wrong.dart                                          | Dart             |         32 |          0 |          4 |         36 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/components/terms_and_privacy_policy_text.dart                                 | Dart             |         32 |          0 |          3 |         35 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/components/unexpected_error.dart                                              | Dart             |         31 |          0 |          4 |         35 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/account_view/account_view.dart                                          | Dart             |         38 |          0 |          7 |         45 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/authentication_views/components/dont_have_an_account_text.dart          | Dart             |         37 |          0 |          4 |         41 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/authentication_views/components/email_text_input.dart                   | Dart             |         19 |          0 |          4 |         23 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/authentication_views/components/password_text_input.dart                | Dart             |         19 |          0 |          4 |         23 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/authentication_views/components/sign_in_view_header.dart                | Dart             |         29 |          0 |          3 |         32 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/authentication_views/sign_in_providers_view/sign_in_providers_view.dart | Dart             |        109 |          0 |         11 |        120 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/authentication_views/sign_in_view/sign_in_view.dart                     | Dart             |         96 |          0 |         12 |        108 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/authentication_views/sign_up_view/components/birth_date_input.dart      | Dart             |         43 |          0 |          4 |         47 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/authentication_views/sign_up_view/components/first_name_input.dart      | Dart             |         20 |          0 |          4 |         24 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/authentication_views/sign_up_view/components/last_name_input.dart       | Dart             |         20 |          0 |          4 |         24 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/authentication_views/sign_up_view/components/sign_up_view_header.dart   | Dart             |         27 |          0 |          3 |         30 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/authentication_views/sign_up_view/sign_up_view.dart                     | Dart             |        235 |          0 |         17 |        252 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/bible_view/bible_view.dart                                              | Dart             |        476 |          0 |         24 |        500 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/bookmarked_chapter_view/bookmarked_chapter_view.dart                    | Dart             |        151 |          0 |         13 |        164 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/bookmarked_chapters_view/bookmarked_chapters_view.dart                  | Dart             |        166 |          0 |         11 |        177 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/church_view/church_view.dart                                            | Dart             |         75 |          0 |          9 |         84 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/current_view.dart                                                       | Dart             |        153 |          1 |         14 |        168 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/daily_readings_view/daily_readings_view.dart                            | Dart             |        183 |          0 |         12 |        195 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/home_view/home_view.dart                                                | Dart             |         84 |          0 |         11 |         95 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/profile_view/profile_view.dart                                          | Dart             |        250 |          2 |         10 |        262 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/pubspec.yaml                                                                             | YAML             |         50 |         58 |         22 |        130 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/scripts/license_tool.py                                                                  | Python           |         26 |          8 |         13 |         47 |
| Total                                                                                                                                                  |                  |      6,411 |        292 |      1,148 |      7,851 |
+--------------------------------------------------------------------------------------------------------------------------------------------------------+------------------+------------+------------+------------+------------+
